cmc_rank,CMC_id,name,ticker,web_primary,web_secondary,source_code,repo,forge,stars,forks,auth_tot,authors,commits,comments,PR_open,days_inactive,avg_resp,med_resp,avg_longevity_days,language:,lastUpdated,mentions,criticality,alexa_rank,geo_dist
540,5060,XeniosCoin,XNC,https://xenioscoin.com,,https://github.com/xeniosproject/xenioscoin,xeniosproject/xenioscoin,github,3,7,3,1,1,0,0,39.506,0,0,471,C++,2,3,0.09174,3807646,0.381128342
545,8049,Tornado Cash,TORN,https://app.tornado.cash/,,https://github.com/tornadocash/tornado-core,tornadocash/tornado-core,github,603,255,45,1,0,0,1,0.081,7.17,2.36,136.82,JavaScript,10,4,0.22368,78250,0.279231855
546,258,Groestlcoin,GRS,http://www.groestlcoin.org/,,https://github.com/Groestlcoin/groestlcoin,Groestlcoin/groestlcoin,github,49,60,19,1,423.67,0,1,1.623,0,0,297.73,C++,0,0,0.46893,923211,0.278109844
548,2638,Cortex,CTXC,http://www.cortexlabs.ai/,,https://github.com/CortexFoundation/CortexTheseus,CortexFoundation/CortexTheseus,github,86,59,36,4.67,49.33,17.33,15.67,1.033,6.02,0.16,215.2,Go,0,268,0.64523,490521,0.41698703
550,5893,Frontier,FRONT,https://frontier.xyz/,https://frontier.xyz/front/,https://github.com/frontierdotxyz/brand-assets,frontierdotxyz/brand-assets,github,1,3,1,0,0,0,0,138.956,0,0,0,None,26,0,0.05574,263468,0.391630143
552,7224,DODO,DODO,https://dodoex.io/,,https://github.com/DODOEX/contractV2,DODOEX/contractV2,github,88,46,10,1.67,16,0,0,5.856,3.51,1.49,165.29,Solidity,1,87,0.28304,21840,0.41698703
557,4944,Tellor,TRB,https://tellor.io/,,https://github.com/tellor-io/telliot-core,tellor-io/telliot-core,github,8,5,11,5.33,73.33,28.67,16.67,0.147,4.59,0.8,63.6,Python,0,11,0.37102,496174,0.329161209
558,7429,Liquity,LQTY,https://www.liquity.org/,,https://github.com/liquity/dev,liquity/dev,github,128,165,34,5.33,3,23,14.33,1.138,7.19,3.92,92,JavaScript,0,880,0.50821,220064,0.308294743
562,6833,Litentry,LIT,https://www.litentry.com/,,https://github.com/litentry/litentry-parachain,litentry/litentry-parachain,github,29,4,17,9.67,97.67,68.67,16.67,0.697,15.48,2.13,198.64,Rust,0,0,0.39555,154396,0.327532553
563,1856,district0x,DNT,https://district0x.io/,,https://github.com/district0x/district0x-network-token,district0x/district0x-network-token,github,148,93,15,0,0,0,0,10.899,0,0,69.89,Clojure,45,0,0.10901,427714,0.391630143
564,4134,Akropolis,AKRO,https://akropolis.io/,,https://github.com/akropolisio/AkropolisToken,akropolisio/AkropolisToken,github,9,9,6,1.5,1,0,1,19.001,0.05,0.05,484.67,JavaScript,9,2,0.13156,367114,0.334226723
565,2062,Aion,AION,https://theoan.com/,https://aion.network/,https://github.com/aionnetwork/aion,aionnetwork/aion,github,778,279,130,0,0,0,0,7.894,0,0,189.13,Java,27,169,0.38087,418271,0.391630143
567,4268,NewYork Exchange,NYE,https://www.nyecoin.io/,,https://github.com/nyecoin/NYE,nyecoin/NYE,github,3,1,3,0,0,0,0,358.531,0,0,45,C++,34,0,0.01915,20564,0.391630143
568,8992,Cellframe,CELL,https://cellframe.net/,,https://github.com/demlabs-cellframe/cellframe-node,demlabs-cellframe/cellframe-node,github,9,1,1,1,144,0,0,1.299,0,0,720,C,0,0,0.32301,261158,0.375401708
569,5865,FIO Protocol,FIO,https://fioprotocol.io/,https://kb.fioprotocol.io/,https://github.com/fioprotocol/fio,fioprotocol/fio,github,39,19,21,3.33,5,0.67,4,1.772,13.14,0.42,265.18,C++,3,93,0.47681,433698,0.395097096
572,10334,BabySwap,BABY,https://home.babyswap.finance/,,https://github.com/babyswap/baby-swap-contract,babyswap/baby-swap-contract,github,58,33,2,1,2.5,0,0,1.746,0,0,82.75,Solidity,1,0,0.11599,19010,0.41698703
573,8083,Tokenlon Network Token,LON,https://tokenlon.im/lon,,https://github.com/consenlabs/token-core,consenlabs/token-core,github,216,102,37,1.67,2,2,0.67,4.016,100.12,0.27,205.7,Rust,4,14,0.24757,713997,0.41698703
577,9741,Solanium,SLIM,https://www.solanium.io/,,https://github.com/solanium-io/aws-solana-validator,solanium-io/aws-solana-validator,github,29,7,2,1,0,0,0,14.714,0,0,0,HCL,20,0,0.07673,9580,0.391630143
579,8024,Mirrored iShares Gold Trust,mIAU,https://mirror.finance,,https://github.com/Mirror-Protocol/mirror.js,Mirror-Protocol/mirror.js,github,34,21,22,1.5,0,1.67,2,12.723,5.39,0.96,88.94,TypeScript,9,16,0.25398,42402,0.423998299
581,2092,NULS,NULS,https://nuls.io/,,https://github.com/nuls-io/nuls-v2,nuls-io/nuls-v2,github,226,91,26,3.33,31,0,4.33,5.701,7.85,0.07,342.57,Java,3,866,0.42114,203131,0.41698703
584,3702,Beam,BEAM,https://www.beam.mw/,,https://github.com/BeamMW/beam,BeamMW/beam,github,626,389,263,11,125.67,10.67,1,1.054,34.87,15.19,220.77,C++,0,1301,0.58727,367775,0.389195734
585,4956,MAP Protocol,MAP,https://www.maplabs.io/,,https://github.com/mapprotocol/atlas,mapprotocol/atlas,github,8,9,7,4,69.33,0,14.67,1.065,5.72,0.09,169,Go,0,25,0.38134,764924,0.41698703
586,5435,Epic Cash,EPIC,https://linktr.ee/epiccash,,https://github.com/EpicCash/epic,EpicCash/epic,github,11,23,20,3.33,6.67,0.67,3.5,2.869,1.18,0.45,80.42,Rust,0,154,0.42053,228,0.364018285
588,1229,DigixDAO,DGD,https://digix.global/dgd/,https://community.digix.global/,https://github.com/DigixGlobal/dijix,DigixGlobal/dijix,github,12,4,3,0,0,0,0,252.647,0,0,23,JavaScript,49,0,0.07948,671815,0.391630143
591,8509,XMON,XMON,https://0xmons.xyz/,,https://github.com/0xmons/0xmons-contracts-new,0xmons/0xmons-contracts-new,github,32,9,3,0,0,0,0,16.904,10.17,10.18,219,HTML,7,0,0.04074,248598,0.391630143
592,5882,StaFi,FIS,https://www.stafi.io/,,https://github.com/stafiprotocol/stafi-node,stafiprotocol/stafi-node,github,49,23,14,2.67,22.33,0,0,2.138,14,11.52,276,Rust,4,19,0.19815,589505,0.41698703
594,8497,ApeSwap Finance,BANANA,https://apeswap.finance,,https://github.com/ApeSwapFinance/apeswap-swap-core,ApeSwapFinance/apeswap-swap-core,github,17,45,3,1,1,0,0,20.085,53.55,53.55,115.6,TypeScript,9,2,0.14675,13784,0.418961451
596,2398,SelfKey,KEY,https://selfkey.org/,,https://github.com/SelfKeyFoundation/Identity-Wallet,SelfKeyFoundation/Identity-Wallet,github,54,56,48,0,0,0,0,80.917,12.52,0.1,355.81,JavaScript,2,254,0.41902,403891,0.281464245
600,1866,Bytom,BTM,http://bytom.io/,,https://github.com/Bytom/bytom,Bytom/bytom,github,1532,937,281,1,0,0,0,9.124,2.46,0.06,167.42,Go,5,130,0.41382,2049330,0.41698703
